排名,名称,年份,发行商,北美销量(百万),欧洲销量(百万),日本销量(百万),其他地区销量(百万),全球销量(百万),类型,平台
8517,Hannah Montana: Rock Out the Show,2009,Disney Interactive Studios,0.13,0.01,0,0.02,0.16,杂项,PlayStation Portable
8518,Let's Ride: Sunshine Stables,2005,DTP Entertainment,0.12,0.04,0,0,0.16,体育,任天堂Game Boy Advance
8519,World Stadium 4,2000,Namco Bandai Games,0,0,0.15,0.01,0.16,体育,PlayStation
8520,Midway Arcade Treasures 2,2004,Midway Games,0.13,0.03,0,0,0.16,杂项,任天堂GameCube
8521,Hot Wheels World Race,2003,THQ,0.13,0.03,0,0,0.16,竞速,任天堂GameCube
8522,San Goku Shi Taisen DS,2007,Sega,0,0,0.16,0,0.16,策略,任天堂DS
8523,Kawa no Nushi Tsuri,1998,Victor Interactive,0,0,0.15,0.01,0.16,体育,PlayStation
8524,N2O: Nitrous Oxide,1998,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.16,竞速,PlayStation
8525,Magic: The Gathering - Battlegrounds,2003,Atari,0.12,0.03,0,0.01,0.16,策略,Xbox
8526,Heroes over Europe,2009,Ubisoft,0.12,0.02,0,0.02,0.16,模拟,PlayStation 3
8527,Dancing With The Stars,2007,Activision,0.08,0.06,0,0.02,0.16,杂项,PlayStation 2
8528,Major League Baseball 2K12,2012,Take-Two Interactive,0.15,0,0,0.01,0.16,体育,任天堂Wii
8529,Pro Evolution Soccer 2015,2014,Konami Digital Entertainment,0.05,0.1,0,0.01,0.16,体育,Xbox 360
8530,Bladestorm: Nightmare,2015,Tecmo Koei,0.07,0.04,0.03,0.02,0.16,动作,PlayStation 4
8531,Otogirisou,1992,ChunSoft,0,0,0.16,0,0.16,冒险,超级任天堂
8532,SD Gundam G Generation 3D,2011,Namco Bandai Games,0,0,0.16,0,0.16,角色扮演,任天堂3DS
8533,Crash Tag Team Racing,2005,Vivendi Games,0.12,0.03,0,0,0.16,竞速,任天堂GameCube
8534,Grease Dance,2011,505 Games,0.11,0.03,0,0.01,0.16,杂项,Xbox 360
8535,Ready 2 Rumble Revolution,2009,Atari,0.15,0,0,0.01,0.16,体育,任天堂Wii
8536,My Baby 3 & Friends,2010,Majesco Entertainment,0.13,0.02,0,0.01,0.16,模拟,任天堂DS
8537,NASCAR '14,2014,Deep Silver,0.15,0,0,0.01,0.16,竞速,Xbox 360
8538,TimeSplitters: Future Perfect,2005,Electronic Arts,0.12,0.03,0,0.01,0.16,射击,Xbox
8539,Midway Arcade Treasures 3,2005,Midway Games,0.08,0.06,0,0.02,0.16,杂项,PlayStation 2
8540,Dr. Muto,2002,Midway Games,0.08,0.06,0,0.02,0.16,平台跳跃,PlayStation 2
8541,Beowulf: The Game,2007,Ubisoft,0.14,0.01,0,0.01,0.16,动作,PlayStation 3
8542,Puzzle Quest: Galactrix,2009,D3Publisher,0.15,0,0,0.01,0.16,益智,任天堂DS
8543,DS Rakubiki Jiten,2005,Nintendo,0,0,0.16,0,0.16,杂项,任天堂DS
8544,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005,Activision,0.08,0.06,0,0.02,0.16,冒险,PlayStation 2
8545,Fatal Frame II: Crimson Butterfly,2003,Ubisoft,0.08,0.06,0,0.02,0.16,动作,PlayStation 2
8546,Angry Birds Trilogy,2012,Activision,0.12,0.02,0,0.02,0.16,动作,PlayStation 3
8547,Dewy's Adventure,2007,Konami Digital Entertainment,0.14,0,0.01,0.01,0.16,平台跳跃,任天堂Wii
8548,Shadow Man: 2econd Coming,2002,Acclaim Entertainment,0.08,0.06,0,0.02,0.16,冒险,PlayStation 2
8549,Yu-Gi-Oh! 5D's Tag Force 6,2011,Konami Digital Entertainment,0,0,0.16,0,0.16,策略,PlayStation Portable
8550,NPPL: Championship Paintball 2009,2008,Activision Value,0.15,0,0,0.01,0.16,射击,PlayStation 3
8551,Dynasty Warriors 4,2003,Tecmo Koei,0.12,0.03,0,0.01,0.16,动作,Xbox
8552,Wakeboarding Unleashed Featuring Shaun Murray,2003,Activision,0.08,0.06,0,0.02,0.16,体育,PlayStation 2
8553,The Incredibles: Rise of the Underminer,2005,THQ,0.12,0.03,0,0,0.16,动作,任天堂GameCube
8554,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,1997,Konami Digital Entertainment,0,0,0.16,0,0.16,体育,超级任天堂
8555,Alone in the Dark: The New Nightmare,,Infogrames,0.09,0.06,0,0.01,0.16,冒险,PlayStation
8556,The BIGS,2007,Take-Two Interactive,0.15,0,0,0.01,0.16,体育,PlayStation 3
8557,Flushed Away,2006,D3Publisher,0.12,0.03,0,0,0.16,平台跳跃,任天堂GameCube
8558,Eragon,2006,Vivendi Games,0.13,0.02,0,0.01,0.16,动作,任天堂DS
8559,Scarface: Money. Power. Respect.,2006,Vivendi Games,0.15,0,0,0.01,0.16,策略,PlayStation Portable
8560,Summon Night EX-Thesis: Yoake no Tsubasa,2005,Banpresto,0,0,0.16,0,0.16,角色扮演,PlayStation 2
8561,Pro Yaky? Spirits 3,2006,Konami Digital Entertainment,0,0,0.16,0,0.16,体育,PlayStation 2
8562,Silent Scope 3,2002,Konami Digital Entertainment,0.08,0.06,0,0.02,0.16,射击,PlayStation 2
8563,World Series of Poker: Tournament of Champions 2007 Edition,2006,Activision,0.15,0,0,0.01,0.16,杂项,Xbox 360
8564,NASCAR Heat 2002,2002,Infogrames,0.12,0.04,0,0,0.16,竞速,任天堂Game Boy Advance
8565,Namco Classic Fighter Collection,2008,Namco Bandai Games,0.08,0.06,0,0.02,0.16,格斗,PlayStation 2
8566,International Superstar Soccer Deluxe,1995,Konami Digital Entertainment,0,0,0.16,0,0.16,体育,超级任天堂
8567,TNA iMPACT!,2008,Midway Games,0.14,0.01,0,0.01,0.16,格斗,任天堂Wii
8568,Intellivision Lives!,2003,Play It,0.08,0.06,0,0.02,0.16,杂项,PlayStation 2
8569,Field Commander,2006,Sony Online Entertainment,0.14,0,0,0.01,0.16,策略,PlayStation Portable
8570,Robots,2005,Vivendi Games,0.12,0.03,0,0,0.16,动作,任天堂GameCube
8571,Little League World Series Baseball 2009,2009,Activision,0.15,0,0,0.01,0.16,体育,任天堂Wii
8572,The King of Fighters XII,2009,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,格斗,PlayStation 3
8573,Doctor Who: Evacuation Earth,2010,Asylum Entertainment,0,0.14,0,0.02,0.16,冒险,任天堂DS
8574,Murdered: Soul Suspect,2014,Square Enix,0.08,0.07,0,0.01,0.16,动作,Xbox One
8575,Ener-G: Dance Squad,2008,Ubisoft,0.15,0,0,0.01,0.16,体育,任天堂DS
8576,Our House,2009,Majesco Entertainment,0.15,0,0,0.01,0.16,策略,任天堂DS
8577,SimEarth: The Living Planet,1991,Imagineer,0,0,0.16,0,0.16,模拟,超级任天堂
8578,Major League Baseball 2K11,2011,Take-Two Interactive,0.15,0,0,0.01,0.16,体育,任天堂Wii
8579,Sengoku Basara: Chronicle Heroes,2011,Capcom,0,0,0.16,0,0.16,动作,PlayStation Portable
8580,NBA 2K12,2011,Take-Two Interactive,0.09,0.05,0,0.02,0.16,体育,个人电脑
8581,The Wild Thornberrys: Chimp Chase,2001,THQ,0.11,0.04,0,0,0.16,动作,任天堂Game Boy Advance
8582,Power Stakes,1997,Aques,0,0,0.15,0.01,0.16,体育,PlayStation
8583,Fighters Destiny,1998,Ocean,0.13,0.03,0,0,0.16,格斗,任天堂64
8584,Asteroids Hyper 64,1999,Crave Entertainment,0.13,0.03,0,0,0.16,射击,任天堂64
8585,The Powerpuff Girls: Chemical X-Traction,2001,BAM! Entertainment,0.13,0.03,0,0,0.16,动作,任天堂64
8586,Jikkyou Powerful Pro Yakyuu Basic-han 2001,2001,Konami Digital Entertainment,0,0,0.12,0.04,0.16,体育,任天堂64
8587,Tom and Jerry in Fists of Furry,2000,Ubisoft,0.13,0.03,0,0,0.16,格斗,任天堂64
8588,Hydro Thunder,2000,Midway Games,0.13,0.03,0,0,0.16,竞速,任天堂64
8589,Space Invaders,1999,Activision,0.13,0.03,0,0,0.16,射击,任天堂64
8590,Starcraft 64,2000,Nintendo,0.13,0.03,0,0,0.16,策略,任天堂64
8591,Destruction Derby 64,1999,THQ,0.13,0.03,0,0,0.16,竞速,任天堂64
8592,Buck Bumble,1998,Ubisoft,0.13,0.03,0,0,0.16,动作,任天堂64
8593,California Speed,1999,Midway Games,0.13,0.03,0,0,0.16,杂项,任天堂64
8594,Wonder Project J2: Koruro no Mori no Josette,1996,Enix Corporation,0,0,0.12,0.04,0.16,模拟,任天堂64
8595,Culdcept SAGA,2006,Namco Bandai Games,0.12,0,0.03,0.01,0.16,角色扮演,Xbox 360
8596,Take A Break's: Puzzle Master,2009,Ubisoft,0,0.15,0,0.01,0.16,益智,任天堂DS
8597,Dragon Ball: Origins 2,2010,Namco Bandai Games,0.05,0.02,0.08,0.01,0.16,动作,任天堂DS
8598,Minna no DS Seminar: Kanpeki Kanji Ryoku,2006,TDK Core,0,0,0.16,0,0.16,杂项,任天堂DS
8599,Innocent Life: A Futuristic Harvest Moon,2006,Rising Star Games,0.08,0.03,0.03,0.02,0.16,模拟,PlayStation Portable
8600,The Crew,2014,Ubisoft,0,0.15,0,0.01,0.16,竞速,个人电脑
8601,Macross Ace Frontier,2008,Namco Bandai Games,0,0,0.16,0,0.16,模拟,PlayStation Portable
8602,Black & Bruised,2003,Vivendi Games,0.08,0.06,0,0.02,0.16,格斗,PlayStation 2
8603,Sherlock Holmes vs. Jack the Ripper,2009,Focus Home Interactive,0.11,0.04,0,0.01,0.16,冒险,Xbox 360
8604,.hack//G.U. Vol.2//Reminisce (jp sales),2006,Namco Bandai Games,0,0,0.16,0,0.16,角色扮演,PlayStation 2
8605,Rapala Pro Fishing,2004,Zoo Digital Publishing,0.12,0.03,0,0.01,0.16,体育,Xbox
8606,TimeShift,2007,Vivendi Games,0.14,0.01,0,0.01,0.16,射击,PlayStation 3
8607,Blitz: The League,2006,Midway Games,0.15,0,0,0.01,0.16,体育,Xbox 360
8608,Scripps Spelling Bee,2010,THQ,0.15,0,0,0.01,0.16,模拟,任天堂DS
8609,MotionSports: Adrenaline,2011,Ubisoft,0.08,0.06,0,0.03,0.16,体育,PlayStation 3
8610,Ener-G Horse Riders,2008,Ubisoft,0.14,0.01,0,0.01,0.16,体育,任天堂DS
8611,Time Hollow,2008,Konami Digital Entertainment,0.03,0.01,0.11,0,0.16,冒险,任天堂DS
8612,Farming Simulator 2013,2013,Focus Home Interactive,0,0.1,0.02,0.04,0.16,模拟,PlayStation 3
8613,Rudolph the Red-Nosed Reindeer,2010,Crave Entertainment,0.15,0,0,0.01,0.16,动作,任天堂Wii
8614,Shinobido 2: Tales of the Ninja,2011,Sony Computer Entertainment,0.06,0.05,0.02,0.03,0.16,动作,PlayStation Vita
8615,SpongeBob's Truth or Square,2009,THQ,0.08,0.07,0,0.01,0.16,动作,任天堂DS
8616,Ghost in the Shell: Stand Alone Complex,2004,Namco Bandai Games,0.08,0.06,0,0.02,0.16,冒险,PlayStation 2
8617,Rondo of Swords (US sales),2007,Success,0.16,0,0,0,0.16,角色扮演,任天堂DS
8618,Bulletstorm,2011,Electronic Arts,0.07,0.07,0,0.02,0.16,射击,个人电脑
8619,Battle Soccer: Field no Hasha,1992,Banpresto,0,0,0.16,0,0.16,体育,超级任天堂
8620,Shaun White Skateboarding,2010,Ubisoft,0.1,0.05,0,0.01,0.16,体育,Xbox 360
8621,MLB 11: The Show,2011,Sony Computer Entertainment,0.15,0,0,0.01,0.16,体育,PlayStation Portable
8622,Vegas Party,,Unknown,0.15,0,0,0.01,0.16,杂项,任天堂Wii
8623,Amped 3,2005,Take-Two Interactive,0.13,0.02,0,0.01,0.16,体育,Xbox 360
8624,Family Party: 30 Great Games Outdoor Fun,2009,D3Publisher,0.14,0.01,0,0.01,0.16,杂项,任天堂Wii
8625,FlatOut 2,2006,Empire Interactive,0.08,0.06,0,0.02,0.16,竞速,PlayStation 2
8626,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,2006,Atari,0.14,0,0,0.01,0.16,格斗,PlayStation Portable
8627,FIFA Soccer 96,1995,Electronic Arts,0.09,0.06,0,0.01,0.16,体育,PlayStation
8628,Burger Island,2008,Destineer,0.15,0,0,0.01,0.16,动作,任天堂DS
8629,Dynasty Warriors 8,2013,Tecmo Koei,0.09,0.05,0,0.01,0.16,动作,Xbox 360
8630,NCAA Final Four 2001,2000,Sony Computer Entertainment,0.09,0.06,0,0.01,0.16,体育,PlayStation
8631,Tak and the Guardians of Gross,2008,THQ,0.15,0,0,0.01,0.16,动作,任天堂Wii
8632,Just Dance: Disney Party,2012,Ubisoft,0.13,0.02,0,0.01,0.16,杂项,Xbox 360
8633,LEGO The Lord of the Rings,2012,Warner Bros. Interactive Entertainment,0,0.14,0,0.02,0.16,动作,任天堂DS
8634,Dengeki Bunko Fighting Climax,2014,Sega,0.05,0,0.09,0.01,0.16,格斗,PlayStation 3
8635,J-League Jikkyou Winning Eleven 2000,2000,Konami Digital Entertainment,0,0,0.15,0.01,0.16,体育,PlayStation
8636,Eve: The Lost One,1998,Imagineer,0,0,0.16,0,0.16,冒险,世嘉土星
8637,Chessmaster: The Art of Learning,2007,Ubisoft,0.12,0.03,0,0.01,0.16,杂项,任天堂DS
8638,Yu-Gi-Oh! 5D's: Duel Transer,2010,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16,策略,任天堂Wii
8639,LEGO Legends of Chima: Laval's Journey,2013,Warner Bros. Interactive Entertainment,0.02,0.09,0,0.04,0.16,冒险,PlayStation Vita
8640,Konami Krazy Racers,2001,Konami Digital Entertainment,0.09,0.03,0.04,0,0.16,竞速,任天堂Game Boy Advance
8641,Saturday Night Slam Masters,1994,Capcom,0,0,0.16,0,0.16,格斗,超级任天堂
8642,Blitz: The League II,2008,Midway Games,0.11,0.03,0,0.02,0.16,体育,PlayStation 3
8643,F-Zero: GP Legend,2003,Nintendo,0.11,0.04,0,0,0.16,竞速,任天堂Game Boy Advance
8644,Racing Lagoon,1999,Square,0,0,0.15,0.01,0.16,竞速,PlayStation
8645,Victorious: Hollywood Arts Debut,2011,D3Publisher,0.14,0.01,0,0.01,0.16,杂项,任天堂DS
8646,Mr. Driller 2,2001,Namco Bandai Games,0,0,0.15,0,0.16,益智,任天堂Game Boy Advance
8647,Just Sing!,2009,DTP Entertainment,0.14,0.01,0,0.01,0.16,杂项,任天堂DS
8648,Darksiders II,2012,THQ,0.07,0.07,0,0.01,0.16,动作,任天堂Wii U
8649,Dragon's Lair Trilogy,2010,Destineer,0.15,0,0,0.01,0.16,冒险,任天堂Wii
8650,Trivial Pursuit: Bet You Know It,2011,Electronic Arts,0.1,0.04,0,0.01,0.16,杂项,任天堂Wii
8651,Imagine: Ice Champions,2007,Spike,0.15,0,0,0.01,0.16,体育,任天堂DS
8652,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,2009,Sega,0,0,0.16,0,0.16,体育,PlayStation Portable
8653,Nicktoons: MLB,2011,Take-Two Interactive,0.15,0,0,0.01,0.16,体育,任天堂Wii
8654,Sniper: Ghost Warrior,2010,City Interactive,0,0.13,0,0.03,0.16,射击,个人电脑
8655,Left Brain Right Brain: Use Both Hands Train Both Sides,2007,505 Games,0.15,0,0,0.01,0.16,杂项,任天堂DS
8656,Rio,2011,THQ,0.04,0.09,0,0.03,0.16,杂项,PlayStation 3
8657,Power Rangers Double Pack,2005,THQ,0.11,0.04,0,0,0.16,动作,任天堂Game Boy Advance
8658,Mugen Souls,2012,Nippon Ichi Software,0.04,0.03,0.08,0.01,0.16,角色扮演,PlayStation 3
8659,Yakuza Kiwami,2016,Sega,0,0,0.16,0,0.16,冒险,PlayStation 4
8660,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,1998,Syscom,0,0,0.15,0.01,0.16,杂项,PlayStation
8661,"BCFX: The Black College Football Xperience, The Doug Williams Edition",2009,Aspyr,0.15,0,0,0.01,0.16,体育,Xbox 360
8662,FIFA Soccer 97,1996,Electronic Arts,0.09,0.06,0,0.01,0.16,体育,PlayStation
8663,Saw II: Flesh & Blood,2010,Konami Digital Entertainment,0.1,0.04,0,0.01,0.16,动作,Xbox 360
8664,Psychic Force,1996,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16,格斗,PlayStation
8665,Trigger Man,2004,Play It,0.08,0.06,0,0.02,0.16,射击,PlayStation 2
8666,Bomberman Land Touch! 2,2007,Rising Star Games,0.13,0,0.01,0.01,0.16,益智,任天堂DS
8667,Michael Jackson: The Experience,2010,Ubisoft,0.11,0.03,0,0.02,0.16,杂项,PlayStation Portable
8668,The Godfather: Blackhand Edition,2007,Electronic Arts,0.14,0,0,0.01,0.16,冒险,任天堂Wii
8669,StarBlade α,1995,Sony Computer Entertainment,0,0,0.15,0.01,0.16,射击,PlayStation
8670,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,2008,Namco Bandai Games,0,0,0.16,0,0.16,策略,PlayStation Portable
8671,Tiger Woods PGA Tour 2004,2003,Electronic Arts,0.12,0.03,0,0,0.16,体育,任天堂GameCube
8672,Monster House,2006,THQ,0.14,0.01,0,0.01,0.16,冒险,任天堂DS
8673,Angry Birds Star Wars,2013,Activision,0.11,0.04,0,0.01,0.16,策略,Xbox One
8674,Backyard Sports: Sandlot Sluggers,2010,Atari,0.15,0,0,0.01,0.16,体育,任天堂Wii
8675,Guilty Gear Xrd: Sign,2014,Arc System Works,0.1,0,0.04,0.02,0.16,格斗,PlayStation 4
8676,Arcade Zone,2009,Activision,0.14,0,0,0.01,0.16,杂项,任天堂Wii
8677,SpongeBob's Boating Bash,2010,THQ,0.14,0.01,0,0.01,0.16,杂项,任天堂DS
8678,7th Dragon III Code: VFD,2015,Sega,0.03,0,0.12,0,0.16,角色扮演,任天堂3DS
8679,DiRT 3,2011,Codemasters,0,0.13,0,0.03,0.16,竞速,个人电脑
8680,Culdcept,2012,Nintendo,0,0,0.16,0,0.16,杂项,任天堂3DS
8681,Birds of Steel,2012,Konami Digital Entertainment,0.11,0.04,0,0.01,0.16,模拟,Xbox 360
8682,Rudolph the Red-Nosed Reindeer,2010,Crave Entertainment,0.15,0,0,0.01,0.16,动作,任天堂DS
8683,WWE '13,2012,THQ,0.12,0.02,0,0.01,0.16,动作,任天堂Wii
8684,MX 2002 Featuring Ricky Carmichael,2001,THQ,0.11,0.04,0,0,0.16,竞速,任天堂Game Boy Advance
8685,Halo Triple Pack,2005,Microsoft Game Studios,0.12,0.03,0,0.01,0.16,射击,Xbox
8686,Street Racer,1996,Ubisoft,0.09,0.06,0,0.01,0.16,竞速,PlayStation
8687,Bomberman,2005,Ubisoft,0.1,0.02,0.03,0.01,0.16,益智,任天堂DS
8688,NBA 2K3,2002,Sega,0.12,0.03,0,0,0.16,体育,任天堂GameCube
8689,Arcana Heart,2007,AQ Interactive,0.06,0.05,0.04,0.02,0.16,格斗,PlayStation 2
8690,NHL 2005,2004,Electronic Arts,0.12,0.03,0,0.01,0.16,体育,Xbox
8691,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,2010,Konami Digital Entertainment,0,0,0.16,0,0.16,体育,PlayStation Portable
8692,Infected,2005,THQ,0.14,0,0,0.01,0.16,射击,PlayStation Portable
8693,Battlestar Galactica,2003,Vivendi Games,0.08,0.06,0,0.02,0.16,射击,PlayStation 2
8694,The Walking Dead: Season One,2014,Telltale Games,0.08,0.06,0,0.01,0.16,冒险,Xbox One
8695,Kingdom Hearts: Birth by Sleep - Final Mix,2011,Square Enix,0,0,0.16,0,0.16,角色扮演,PlayStation Portable
8696,Bust-A-Move Bash!,2007,505 Games,0.13,0.01,0,0.01,0.16,益智,任天堂Wii
8697,Block Party,2008,Activision,0.14,0,0,0.01,0.16,杂项,任天堂Wii
8698,Toriko: Gourmet Monsters!,2012,Namco Bandai Games,0,0,0.16,0,0.16,角色扮演,任天堂3DS
8699,The Incredible Hulk: The Pantheon Saga,1996,Eidos Interactive,0.09,0.06,0,0.01,0.16,动作,PlayStation
8700,Darksiders II,2012,Nordic Games,0.03,0.1,0,0.03,0.16,动作,个人电脑
8701,Megamind: Ultimate Showdown,2010,THQ,0.07,0.06,0,0.02,0.16,动作,PlayStation 3
8702,The Idolm@ster 2,2011,Namco Bandai Games,0,0,0.16,0,0.16,杂项,PlayStation 3
8703,Space Camp,2009,Activision,0.14,0,0,0.01,0.16,动作,任天堂DS
8704,Imagine: Music Fest,2009,Ubisoft,0.15,0,0,0.01,0.16,模拟,任天堂DS
8705,AC/DC LIVE: Rock Band Track Pack,2008,MTV Games,0.08,0.06,0,0.02,0.16,杂项,PlayStation 2
8706,Senran Kagura: Sh?jo-tachi no Shinei,2011,Marvelous Interactive,0,0,0.16,0,0.16,动作,任天堂3DS
8707,Ultimate Spider-Man,2005,Activision,0.14,0,0,0.01,0.16,动作,任天堂DS
8708,Fist of the North Star: Ken's Rage,2010,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,动作,Xbox 360
8709,Jurassic Park: The Game,,Unknown,0.15,0,0,0.01,0.16,动作,Xbox 360
8710,He-Man: Power of Grayskull,2002,TDK Mediactive,0.11,0.04,0,0,0.16,动作,任天堂Game Boy Advance
8711,WordJong,2007,White Park Bay Software,0.13,0.01,0,0.01,0.16,益智,任天堂DS
8712,Putty Squad,2013,System 3,0.06,0.07,0,0.02,0.16,平台跳跃,PlayStation 4
8713,Polaris SnoCross,2000,Vatical Entertainment,0.09,0.06,0,0.01,0.16,竞速,PlayStation
8714,Wing Commander III: Heart of the Tiger,1996,Electronic Arts,0.09,0.06,0,0.01,0.16,动作,PlayStation
8715,Top Spin 4,2011,Take-Two Interactive,0.05,0.09,0,0.02,0.16,体育,任天堂Wii
8716,Prince of Persia: The Forgotten Sands,2010,Ubisoft,0.14,0.01,0,0.01,0.16,动作,任天堂DS
8717,Mat Hoffman's Pro BMX 2,2002,Activision,0.11,0.04,0,0,0.16,体育,任天堂Game Boy Advance
8718,Muppet RaceMania,1999,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15,竞速,PlayStation
8719,Namco Museum Vol.5,1996,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,杂项,PlayStation
8720,Courier Crisis,1997,BMG Interactive Entertainment,0.09,0.06,0,0.01,0.15,竞速,PlayStation
8721,Bleach: Dark Souls,2007,Sega,0.12,0.02,0,0.01,0.15,格斗,任天堂DS
8722,The Oregon Trail,2011,Crave Entertainment,0.15,0,0,0.01,0.15,模拟,任天堂Wii
8723,Digimon Battle Spirit 2,2003,Namco Bandai Games,0.11,0.04,0,0,0.15,格斗,任天堂Game Boy Advance
8724,Winning Post 3,1998,Tecmo Koei,0,0,0.14,0.01,0.15,竞速,PlayStation
8725,FIFA 06: Road to FIFA World Cup,2005,Electronic Arts,0.11,0.02,0.01,0.01,0.15,体育,Xbox 360
8726,Driven,2001,BAM! Entertainment,0.08,0.06,0,0.02,0.15,竞速,PlayStation 2
8727,F.E.A.R. 3,2011,Warner Bros. Interactive Entertainment,0.04,0.08,0,0.03,0.15,射击,个人电脑
8728,de Blob 2,2011,THQ,0.1,0.04,0,0.01,0.15,平台跳跃,Xbox 360
8729,"Warhammer 40,000: Fire Warrior",2003,THQ,0.08,0.06,0,0.02,0.15,射击,PlayStation 2
8730,Hot Wheels: Battle Force 5,2009,Activision,0.13,0.02,0,0.01,0.15,竞速,任天堂DS
8731,James Noir's Hollywood Crimes,2011,Ubisoft,0.07,0.07,0,0.02,0.15,冒险,任天堂3DS
8732,Deadly Premonition,2010,Rising Star Games,0.08,0.05,0,0.02,0.15,动作,PlayStation 3
8733,Bomberman,2006,Konami Digital Entertainment,0.14,0,0,0.01,0.15,益智,PlayStation Portable
8734,MTV Music Generator 2,2001,Codemasters,0.08,0.06,0,0.02,0.15,杂项,PlayStation 2
8735,The Quest Trio,2008,Avanquest,0.14,0.01,0,0.01,0.15,益智,任天堂DS
8736,Chaotic: Shadow Warriors,2009,Activision,0.14,0,0,0.01,0.15,动作,Xbox 360
8737,Space Invaders Extreme,2008,Square Enix,0.12,0.01,0.01,0.01,0.15,射击,任天堂DS
8738,Burnout 2: Point of Impact,2003,Acclaim Entertainment,0.12,0.03,0,0,0.15,竞速,任天堂GameCube
8739,Paris-Dakar Rally,2001,Acclaim Entertainment,0.08,0.06,0,0.02,0.15,竞速,PlayStation 2
8740,All-Pro Football 2K8,2007,Take-Two Interactive,0.14,0,0,0.01,0.15,体育,PlayStation 3
8741,Dragon Ball Z: Harukanaru Densetsu (JP sales),2007,Namco Bandai Games,0,0,0.15,0,0.15,角色扮演,任天堂DS
8742,Atelier Iris: Eternal Mana,2004,Tecmo Koei,0.08,0.06,0,0.02,0.15,角色扮演,PlayStation 2
8743,Blinx 2: Masters of Time & Space,2004,Microsoft Game Studios,0.12,0.03,0,0.01,0.15,平台跳跃,Xbox
8744,Stormrise,2009,Sega,0.11,0.03,0,0.01,0.15,策略,Xbox 360
8745,NHL 2K10,2009,Take-Two Interactive,0.13,0.01,0,0.01,0.15,体育,PlayStation 3
8746,FIFA Street 2,2006,Electronic Arts,0.07,0.06,0,0.03,0.15,体育,PlayStation Portable
8747,Tak: The Great Juju Challenge,2005,THQ,0.12,0.03,0,0,0.15,平台跳跃,任天堂GameCube
8748,Deponia,2012,Daedalic,0,0.13,0,0.03,0.15,冒险,个人电脑
8749,Harvest Moon: The Lost Valley,2014,Natsume,0.12,0.02,0,0.01,0.15,模拟,任天堂3DS
8750,Knockout Kings 2003,2002,Electronic Arts,0.12,0.03,0,0,0.15,体育,任天堂GameCube
8751,NCAA Football 2004,2003,Electronic Arts,0.12,0.03,0,0,0.15,体育,任天堂GameCube
8752,XGIII: Extreme G Racing,2001,Acclaim Entertainment,0.12,0.03,0,0,0.15,竞速,任天堂GameCube
8753,NHL 17,2016,Electronic Arts,0.13,0.01,0,0.02,0.15,体育,Xbox One
8754,Jewel Quest Solitaire,2009,GSP,0,0.14,0,0.02,0.15,益智,任天堂DS
8755,Metal Gear Solid V: Ground Zeroes,2014,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15,动作,Xbox 360
8756,Digimon World 4,2005,Atari,0.08,0.06,0,0.02,0.15,角色扮演,PlayStation 2
8757,Cars: Race-O-Rama,2009,THQ,0.14,0.01,0,0.01,0.15,竞速,Xbox 360
8758,Disney's Story Studio: Disney's Mulan,1999,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15,杂项,PlayStation
8759,Klax,1989,Atari,0.14,0.01,0,0,0.15,益智,Atari 2600
8760,Pressure Cooker,1982,Activision,0.14,0.01,0,0,0.15,动作,Atari 2600
8761,Saturn Bomberman,1996,Sega,0,0,0.15,0,0.15,益智,世嘉土星
8762,Home Run,,Atari,0.14,0.01,0,0,0.15,体育,Atari 2600
8763,Jikkyou Powerful Pro Yakyuu Portable,2006,Konami Digital Entertainment,0,0,0.15,0,0.15,体育,PlayStation Portable
